순번,년도,공사번호,유형,유형ID,1,주공사 공사명,"연면적
(㎡)","대지면적
(㎡)","건축면적
(㎡)","조경면적
(㎡)","기준층 층고
(m)","최고높이
(m)",최대지하 층 수,최대지상 층 수,공사일 수,주차대수,내진등급,건축,기계,토목,조경,전기,통신,소방,합계,,가설공사,기초공사,철근콘크리트공사,철골공사,조적공사,방수공사,석공사,타일공사,금속공사(지붕및홈통공사 포함),미장공사,창호및유리공사,목공사및수장공사(인테리어공사 포함),도장공사,해체및 철거공사,폐기물처리비,골재비및운반비,작업부산물,품질시험비,기타공사,기계소계,전기소계,통신소계,소방소계,토목소계,조경소계,총 공사비,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2015,2015_10035,초등학교,9,0,월랑초등학교 이전 신축공사,15137.37,0,0,0,0,0,1,4,365,0,0,"9,456,926,719","2,780,238,208","505,225,453","338,740,257","1,768,200,379","725,414,643","593,472,267","16,168,217,926",,"7,308,034.50","1,115,607.04","20,291,113.50", -   ,"5,448,689.44","3,945,045.17","6,127,754.59","1,600,653.57","11,156,070.37","4,494,764.58","11,236,911.46","17,138,311.00","1,827,008.63", -   , -   ,"889,251.99","-129,345.74", -   ,"662,896.93","27,372,792.95","14,050,181.38","6,645,137.57","8,084,108.96","7,227,193.41","5,189,997.95","16,168,217,926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2015,2015_10036,초등학교,9,0,"우람유,초등학교 신축공사",19449.94,17310.95,5365.14,2645.2,3.7,22.43,1,5,340,94,"D등급, 내진등급 - 내진설계특등급","18,031,025,702","4,421,800,828","816,983,542","422,887,588","3,285,601,905","1,104,038,505","1,217,167,441","29,299,505,511",,"15,323,641.38","13,565,671.05","38,997,641.84","2,812,752.53","12,012,797.26","4,424,225.33","15,323,641.38","2,783,453.02","17,726,200.83","7,031,881.32","18,224,292.43","19,747,866.71","3,750,336.71", -   , -   ,"3,926,133.74","-351,594.07", -   ,"2,929,950.55","37,415,468.54","29,533,901.56","11,368,208.14","17,374,606.77","12,364,391.33","6,709,586.76","29,299,505,511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2015,2015_10037,초등학교,9,0,가칭 홍성신리초등학교 신축공사,11211.5,0,0,0,0,0,1,5,360,0,0,"12,510,751,306","1,549,391,962","939,628,419","476,103,241","2,268,676,928","1,052,039,602","694,712,196","19,491,303,654",,"10,895,638.74","3,216,065.10","37,052,968.25", -   ,"10,661,743.10","3,449,960.75","3,995,717.25","1,617,778.20","9,609,212.70","4,502,491.14","10,856,656.14","13,351,543.00","1,910,147.76", -   , -   ,"1,111,004.31","-155,930.43", -   ,"604,230.41","22,200,594.86","19,237,916.71","11,012,586.56","9,219,386.63","13,351,543.00","7,211,782.35","19,491,303,654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2015,2015_10038,초등학교,9,0,가칭 아산초등학교 교사 신축공사,14426.17,18719,3676.21,0,0,0,1,4,365,72,0,"12,543,826,753","3,047,489,254","1,939,945,159","436,568,206","2,156,143,317","1,046,114,223","747,822,486","21,917,909,398",,"6,816,469.82","1,950,693.94","44,559,109.81","2,191,790.94","9,578,126.41","5,983,589.27","5,084,954.98","2,126,037.21","11,616,491.98","4,054,813.24","9,578,126.41","16,657,611.14","2,608,231.22","87,671.64", -   ,"964,388.01","-175,343.28", -   ,"1,336,992.47","26,783,685.28","21,282,290.03","9,687,715.95","9,709,633.86","20,186,394.56","6,509,619.09","21,917,909,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2015,2015_10039,초등학교,9,0,서울수송초등학교 복합화시설 증축공사,10635.89,0,0,0,0,0,2,3,660,0,0,"9,680,584,871","745,970,734","2,562,227,454","255,770,777","1,372,843,091","785,726,129","611,544,429","16,014,667,485",,"11,722,736.60","288,264.01","25,767,599.98","2,914,669.48","3,827,505.53","11,674,692.60","3,987,652.20","656,601.37","8,952,199.12","3,058,801.49","4,420,048.23","10,825,915.22","1,345,232.07", -   , -   ,"992,909.38", -   , -   ,"1,537,408.08","10,073,225.85","9,128,360.47","4,339,974.89","7,574,937.72","33,534,713.71","3,523,226.85","16,014,667,485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2015,2015_10040,초등학교,9,0,대구용천초등학교 신축공사(장기계속),11503.17,11158,2813.28,1894.69,3.6,18.65,1,5,380,38,서류없음,"12,906,736,035","2,219,055,291","641,579,748", - ,"2,042,677,402","891,895,387","652,424,357","19,354,368,220",,"10,683,611.26","4,567,630.90","30,560,547.42","1,451,577.62","12,328,732.56","4,451,504.69","6,638,548.30","2,496,713.50","13,102,907.28","3,638,621.23","9,986,854.00","11,419,077.25","1,819,310.61", -   , -   ,"1,006,427.15", -   , -   ,"4,509,567.80","29,979,916.37","19,547,911.90","8,012,708.44","8,380,441.44","8,961,072.49", -   ,"19,354,368,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2015,2015_10041,초등학교,9,0,"지원초 교사신축공사(토목, 조경 포함)",8165.17,11388,3098.59,1789.2,3.6,16.85,0,4,400,41,"D등급, 내진등급 - 내진설계1등급","10,021,696,578","2,092,817,543","1,108,650,236","268,757,655","1,671,759,551","861,813,891","432,419,799","16,457,915,253",,"8,031,462.64","2,468,687.29","28,784,893.78","1,102,680.32","4,641,132.10","4,098,020.90","971,017.00","1,020,390.75","16,984,568.54","3,867,610.08","8,130,210.13","20,654,683.64","1,267,259.47", -   , -   ,"1,102,680.32","-82,289.58","49,373.75","1,366,006.97","15,009,618.71","13,643,611.74","6,550,250.27","5,677,980.76","15,240,029.52","3,999,273.41","16,457,915,253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2015,2015_10042,초등학교,9,0,전주하가초등학교 신축공사,11373.94,12044,3919.17,2556,3.6,18.55,1,4,380,45,서류없음,"13,809,107,555","1,538,257,728","980,236,526", - ,"2,024,074,551","1,171,220,107","554,849,530","20,077,745,997",,"9,014,907.95","4,698,192.56","31,100,428.55","2,489,640.50","7,609,465.73","3,553,761.04","4,457,259.61","2,308,940.79","15,018,154.01","4,678,114.82","9,998,717.51","25,920,370.08","3,152,206.12", -   , -   ,"1,726,686.16", -   ,"220,855.21","4,437,181.87","21,683,965.68","17,668,416.48","9,436,540.62","7,308,299.54","14,295,355.15", -   ,"20,077,745,997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2015,2015_10043,초등학교,9,0,가득유·초등학교 신축공사,16510.45,22557.92,4878.78,3448.01,3.6,23.5,1,4,420,99,서류없음,"17,279,180,464","3,950,534,467","902,391,096","371,657,264","3,299,726,713","959,460,801","1,018,445,139","27,781,395,944",,"16,418,805.00","4,750,618.71","46,672,745.19","4,083,865.20","9,779,051.37","8,556,669.95","14,029,604.95","3,055,953.55","21,197,205.11","7,056,474.57","11,390,372.34","19,974,823.68","2,778,139.59", -   , -   ,"2,055,823.30","-194,469.77", -   ,"3,250,423.33","32,309,763.48","28,364,805.26","9,195,642.06","14,196,293.33","13,112,818.89","5,781,308.50","27,781,395,944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2015,2015_10044,초등학교,9,0,글벗유·초등학교 신축공사,18357.36,19825,5772.41,3710.88,3.6,20.15,1,5,420,94,서류없음,"19,440,051,829","4,777,555,009","762,714,269", - ,"3,418,684,723","1,211,096,625","1,308,556,849","31,551,639,957",,"18,710,122.49","9,686,353.47","50,640,382.13","1,735,340.20","14,955,477.34","8,929,114.11","8,234,978.03","4,133,264.83","22,906,490.61","7,572,393.59","12,021,174.82","23,222,007.01","3,880,851.71", -   , -   ,"2,618,786.12","-189,309.84", -   ,"3,502,232.04","43,699,021.34","29,879,403.04","11,800,313.34","17,574,263.46","10,475,144.47","9,528,595.27","31,551,639,957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2015,2015_10045,초등학교,9,0,(가칭)국가산단1초등학교 신축공사(장기계속공사),12041.58,12000,3744.4,1995.61,3.6,16.85,1,4,380,45,서류없음,"12,442,513,710","2,150,778,580","1,140,108,965", - ,"2,699,452,257","828,548,032","699,934,997","19,961,336,541",,"11,717,304.55","3,832,576.62","37,367,622.00","1,257,564.20","9,381,828.17","4,850,604.78","11,857,033.91","2,115,901.67","18,524,120.31","3,613,001.91","10,779,121.73","13,374,095.48","3,413,388.55", -   , -   ,"1,137,796.18", -   , -   ,"3,772,692.61","14,851,234.39","18,444,274.96","7,066,313.14","9,361,866.84","12,895,023.41", -   ,"19,961,336,541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2015,2015_10046,중고등학교,9,0,왕십리고등학교 신축공사,11192.58,11080,2880.66,1670.79,0,19.6,1,5,420,57,0,"10,681,915,327","2,079,243,394","995,723,760","298,292,687","2,328,896,518","717,041,454","546,020,777","17,647,133,917",,"10,658,868.89","1,058,828.04","27,353,057.57","3,282,366.91","7,411,796.25","4,729,431.89","9,970,630.66","1,958,831.86","13,147,114.77","3,917,663.73","13,994,177.20","15,141,240.90","1,870,596.20", -   , -   ,"723,532.49","-141,177.07", -   ,"1,694,124.86","16,553,011.61","15,494,183.58","4,429,430.61","7,164,736.37","11,735,344.05","4,323,547.81","17,647,133,917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2015,2015_10047,중고등학교,9,0,(가칭)비슬고등학교 신축공사(장기계속),15708.43,16314.4,4875.84,2516.02,3.6,20.2,1,5,400,59,서류없음,"19,125,840,058","1,766,595,045","789,519,020", - ,"2,851,755,510","901,817,403","829,507,189","26,265,034,225",,"15,049,864.61","6,461,198.42","50,218,745.44","2,363,853.08","6,356,138.28","6,671,318.69","11,215,169.61","4,123,610.37","40,815,863.19","5,095,416.64","12,659,746.50","18,516,849.13","3,388,189.42", -   , -   ,"1,313,251.71", -   , -   ,"4,386,260.72","23,691,060.87","21,537,328.06","7,695,655.03","10,506,013.69","10,584,808.79", -   ,"26,265,034,225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2015,2015_10048,중고등학교,9,0,소담고등학교 신축공사,16362.08,15067,4286.61,2353.47,3.9,23.65,1,5,420,81,서류없음,"15,863,229,414","3,814,119,897","590,611,762","432,040,408","2,797,579,545","1,041,555,198","884,646,902","25,423,783,126",,"15,661,050.41","4,601,704.75","38,949,235.75","3,127,125.32","7,169,506.84","6,330,522.00","8,211,881.95","2,796,616.14","27,381,414.43","5,338,994.46","10,703,412.70","20,720,383.25","2,644,073.45", -   , -   ,"1,652,545.90","-152,542.70", -   ,"2,872,887.49","34,042,445.61","25,347,511.78","10,576,293.78","11,796,635.37","8,084,763.03","6,381,369.56","25,423,783,126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2015,2015_10049,중고등학교,9,0,새롬고등학교 신축공사(계속비),16821.92,17542,4774.01,2673.97,3.9,21.9,1,5,420,79,서류없음,"17,164,150,493","3,729,829,966","856,143,040","458,721,836","2,758,653,807","1,053,510,397","908,992,733","26,930,002,272",,"15,673,261.32","3,850,990.32","41,122,113.47","1,804,310.15","15,161,591.28","6,947,940.59","18,231,611.54","2,666,070.22","18,851,001.59","4,820,470.41","15,565,541.31","19,928,201.68","1,777,380.15", -   , -   ,"2,693,000.23","-134,650.01", -   ,"2,558,350.22","33,177,762.80","24,479,372.07","10,637,350.90","11,633,760.98","11,256,740.95","6,597,850.56","26,930,002,272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2015,2015_10050,중고등학교,9,0,보람고등학교 신축공사,15781.52,0,0,0,0,0,0,0,390,0,0,"17,741,054,769","3,680,414,158","886,619,945","506,158,110","2,500,728,311","912,117,206","736,933,510","26,964,026,009",,"14,776,286.25","16,582,876.00","41,659,420.18","2,399,798.31","10,893,466.51","5,473,697.28","8,385,812.09","3,046,934.94","25,346,184.45","4,664,776.50","13,401,120.93","21,004,976.26","2,318,906.24", -   , -   ,"2,777,294.68","-242,676.23", -   ,"2,831,222.73","33,138,787.97","22,461,033.67","8,466,704.17","10,030,617.68","12,673,092.22","7,549,927.28","26,964,026,009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2015,2015_10051,중고등학교,9,0,보람중학교 신축공사,13898.27,10928,3980.01,3938.55,0,19.6,1,5,420,69,0,"14,473,427,055","4,294,893,067","1,187,705,592","521,177,187","2,789,318,899","1,031,716,662","779,952,136","25,078,190,598",,"14,119,021.31","9,329,086.90","35,987,203.51","1,554,847.82","8,125,333.75","6,394,938.60","10,557,918.24","2,808,757.35","27,134,602.23","4,288,370.59","12,087,687.87","20,664,429.05","2,407,506.30", -   , -   ,"1,931,020.68","-125,390.95", -   ,"3,285,242.97","29,617,343.10","23,899,515.64","9,930,963.48","10,658,231.00","8,075,177.37","8,050,099.18","25,078,190,598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2015,2015_10052,중고등학교,9,0,(가칭)석장중학교 신축공사(장기계속),9112.27,14835,3973.23,2563.38,3.6,16.4,0,4,430,32,서류없음,"11,308,029,364", - ,"488,356,316", - ,"1,349,648,750","495,344,429","331,528,623","13,972,907,482",,"7,950,584.36","2,305,529.73","26,017,553.73","2,095,936.12","5,142,029.95","4,876,544.71","7,433,586.78","1,690,721.81","21,588,142.06","2,515,123.35","10,381,870.26","19,003,154.18","1,467,155.29", -   , -   ,"628,780.84","-97,810.35","139,729.07","992,076.43", -   ,"10,661,328.41","4,135,980.61","4,149,953.52","6,651,103.96", -   ,"13,972,907,482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2015,2015_10053,중고등학교,9,0,포산중학교 이전(신축)공사(장기계속),13532.52,0,0,0,0,0,0,0,370,0,0,"14,307,090,243","1,043,027,883","637,844,404", - ,"2,642,375,549","927,571,042","592,047,775","20,149,956,896",,"9,651,829.35","2,921,743.75","29,962,985.90","1,894,095.95","7,032,334.96","5,521,088.19","11,747,424.87","3,989,691.47","27,988,290.13","4,271,790.86","10,336,927.89","18,437,210.56","2,397,844.87", -   , -   ,"866,448.15","-181,349.61", -   ,"5,359,888.53","14,870,668.19","18,860,359.65","8,422,681.98","8,019,682.84","9,127,930.47", -   ,"20,149,956,896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2015,2015_10054,중고등학교,9,0,광천중학교 신축공사,12969.83,30452.14,4941.09,11763.47,3.3,18.2,1,4,450,69,서류없음,"16,345,806,541","3,391,288,566","1,010,144,887","1,002,315,844","1,989,931,887","1,203,578,647","522,580,086","25,465,646,458",,"9,524,151.78","3,590,656.15","30,762,500.92","2,088,183.01","9,065,770.14","7,614,228.29","14,184,365.08","3,514,259.21","14,846,471.89","5,322,320.11","20,881,830.10","19,735,876.00","3,106,808.87","4,838,472.83", -   ,"2,979,480.64","-891,297.63","432,915.99","3,030,411.93","35,040,729.53","19,837,738.59","8,836,579.32","6,977,587.13","14,795,540.59","14,540,884.13","25,465,646,458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2015,2015_10055,중고등학교,9,0,함백중고 이전 신축공사,8930.12,0,0,0,0,0,0,0,420,0,0,"9,332,432,998","733,390,301","435,891,524","558,060,255","1,306,098,538","428,521,899","415,436,046","13,209,831,561",,"6,235,040.50","766,170.23","21,386,717.30","1,875,796.08","5,151,834.31","4,544,182.06","6,895,532.07","1,638,019.11","11,043,419.18","3,566,654.52","8,837,377.31","16,763,276.25","1,320,983.16", -   , -   ,"977,527.54", -   , -   ,"2,853,323.62","7,529,603.99","12,245,513.86","3,936,529.81","3,962,949.47","4,491,342.73","6,076,522.52","13,209,831,561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2015,2015_10056,중고등학교,9,0,사수중학교 신축공사(장기계속공사),8158.04,12960.3,2624.14,2205.44,3.6,16.6,1,4,400,35,서류없음,"10,382,778,382","1,687,833,723","712,129,801", - ,"2,066,536,621","732,925,531","506,640,956","16,088,845,014",,"8,350,110.56","3,266,035.54","28,911,654.49", -   ,"7,642,201.38","5,679,362.29","8,028,333.66","2,091,549.85","16,684,132.28","3,652,167.82","10,312,949.65","9,878,550.84","2,397,237.91","32,177.69", -   ,"933,153.01", -   , -   ,"3,072,969.40","12,597,565.65","14,946,537.02","6,242,471.87","6,515,982.23","9,653,307.01", -   ,"16,088,845,014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2015,2015_10057,중고등학교,9,0,소담중학교 신축공사,13481,0,0,0,0,0,0,0,360,0,0,"13,266,174,529","3,184,726,954","593,013,054","403,584,391","2,482,052,593","934,009,655","661,116,601","21,524,677,777",,"12,182,967.62","1,162,332.60","34,611,681.87","2,173,992.46","6,866,372.21","5,230,496.70","7,275,341.09","2,884,306.82","23,182,077.97","4,068,164.10","10,740,814.21","17,714,809.81","2,001,795.03", -   , -   ,"1,743,498.90","-172,197.42", -   ,"2,518,387.30","27,357,865.45","21,481,628.42","9,191,037.41","8,868,167.24","8,200,902.23","5,962,335.74","21,524,677,777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2015,2015_10058,중고등학교,9,0,가득중학교 신축공사(계속비),11720.1,0,0,0,0,0,0,0,420,0,0,"10,107,486,574","2,881,446,016","652,205,979","429,765,211","1,911,217,693","814,117,536","543,180,201","17,339,419,210",,"10,178,239.08","1,647,244.82","26,598,669.07","1,751,281.34","5,982,099.63","4,716,322.03","4,317,515.38","1,942,014.95","14,513,093.88","4,057,424.10","5,496,595.89","13,455,389.31","1,837,978.44", -   , -   ,"1,109,722.83","-104,036.52", -   ,"3,311,829.07","25,211,515.53","17,166,025.02","7,750,720.39","7,213,198.39","8,877,782.64","6,363,566.85","17,339,419,210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2015,2015_10059,중고등학교,9,0,새뜸중학교 신축공사,11122.45,16500,3374.31,2987.72,3.6,16.3,1,4,420,58,"D등급, 내진등급 - 내진설계특등급","11,503,221,927","2,808,592,181","712,756,646","431,460,639","1,782,100,899","756,206,090","525,066,121","18,519,404,503",,"10,852,371.04","4,203,904.82","30,834,808.50","1,611,188.19","6,537,349.79","5,148,394.45","7,444,800.61","2,111,212.11","17,204,526.78","4,333,540.65","6,852,179.67","10,296,788.90","2,277,886.75", -   , -   ,"1,759,343.43","-129,635.83", -   ,"2,703,833.06","24,260,419.90","16,389,672.99","7,278,125.97","7,129,970.73","9,815,284.39","6,278,078.13","18,519,404,503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2015,2015_10060,중고등학교,9,0,(가칭)유가중학교 신축공사(장기계속공사),13931.7,13931.79,4599.65,1959.84,0,20.85,1,5,380,46,0,"14,504,895,467","2,741,703,084","965,111,867", - ,"2,867,828,406","895,139,455","724,455,124","22,699,133,403",,"12,983,904.31","2,633,099.47","40,018,572.19","1,498,142.80","4,721,419.75","5,039,207.62","13,278,993.04","3,155,179.54","31,687,990.23","5,175,402.42","11,417,664.10","16,729,261.32","2,791,993.41", -   , -   ,"1,134,956.67", -   , -   ,"4,290,136.21","21,995,460.27","22,018,159.40","7,331,820.09","9,079,653.36","10,010,317.83", -   ,"22,699,133,403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2015,2015_10061,중고등학교,9,0,가칭) 혁신중학교 신축공사,11957.7,15956.2,4036.91,2910.97,3.6,20.25,0,5,420,63,"D등급, 내진등급 - 내진설계특등급","15,305,502,235","903,476,324","699,936,225","1,036,590,225","2,986,160,838","1,638,219,101","604,124,779","23,174,009,727",,"13,626,317.72","3,754,189.58","34,737,840.58","1,946,616.82","8,782,949.69","6,743,636.83","13,000,619.46","2,711,359.14","14,738,670.19","3,962,755.66","11,980,963.03","24,379,058.23","1,946,616.82", -   , -   ,"1,853,920.78", -   , -   ,"6,511,896.73","13,440,925.64","21,992,135.23","10,729,566.50","8,481,687.56","10,497,826.41","15,920,544.68","23,174,009,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2015,2015_10062,중고등학교,9,0,(가칭)단양기숙형중학교 신축공사,9793.13,37823,6219.94,0,0,0,1,3,420,41,"D등급, 내진등급 - 내진설계특등급","13,189,663,055","2,132,652,202","1,210,905,469", - ,"1,482,400,916","469,678,896","382,615,937","18,867,916,475",,"10,320,750.31","2,433,961.23","38,264,134.61","811,320.41","8,056,600.33","7,943,392.84","5,490,563.69","4,754,714.95","12,490,560.71","4,924,526.20","10,075,467.40","20,849,047.70","1,735,848.32", -   , -   ,"867,924.16","-132,075.42","169,811.25","754,716.66","22,641,499.77","11,301,881.97","3,773,583.30","4,905,658.28","16,245,276.08", -   ,"18,867,916,475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2015,2015_10063,중고등학교,9,0,조암중학교 신축공사(장기계속),12029.38,12352,3541.49,2117.59,3.6,20.1,1,5,370,47,서류없음,"11,740,542,316","2,171,368,000","728,384,225", - ,"2,397,049,487","877,322,159","553,628,006","18,468,294,193",,"8,181,454.33","3,767,532.02","25,947,953.34","1,440,526.95","7,904,429.91","4,432,390.61","16,289,035.48","2,031,512.36","17,969,650.25","2,714,839.25","13,001,679.11","16,676,869.66","2,049,980.66", -   , -   ,"941,883.00", -   , -   ,"4,580,136.96","13,758,879.17","16,732,274.54","7,885,961.62","7,645,873.80","10,730,078.93", -   ,"18,468,294,193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2015,2015_10064,중고등학교,9,0,(가칭)혁신중학교 신축공사(장기계속),12162.56,17518,4371.57,4105.98,0,18.6,1,4,370,57,0,"12,079,872,155","2,152,795,966","2,408,942,791", - ,"2,543,880,714","969,056,634","494,155,745","20,648,704,005",,"9,457,106.43", -   ,"31,386,030.09","1,342,165.76","9,725,539.59","5,389,311.75","13,937,875.20","2,002,924.29","18,294,751.75","3,737,415.42","12,657,655.56","11,976,248.32","3,365,738.75", -   , -   ,"846,596.86", -   , -   ,"4,790,499.33","14,268,254.47","18,067,616.00","8,631,158.27","6,545,639.17","30,064,513.03", -   ,"20,648,704,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2015,2015_10065,대학교,9,0,청주교육대학교 다목적통합교육센터 개축 공사,2228.86,0,0,0,0,0,0,0,0,0,0,"2,247,263,000","193,751,000", - , - ,"265,270,000","184,942,000","65,759,000","2,956,985,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,956,985,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2015,2015_10066,대학교,9,0,한밭대학교 국제교류센터 신축공사 1차(건축토목조경),9558.93,3889.24,2519.68,405.3,3.6,20.77,1,5,1036,181,"D등급, 내진등급 - 내진설계1등급","11,043,833,915","1,825,434,821","557,889,679","219,279,089","2,227,907,446","898,833,732","913,723,184","17,686,901,866",,"14,715,502.35","2,423,105.56","31,553,432.93","212,242.82","2,882,965.00","4,704,715.90","601,354.66","2,440,792.46","14,803,936.86","3,236,703.04","19,738,582.48","17,563,093.55","2,900,651.91", -   , -   ,"848,971.29","-88,434.51","70,747.61","3,590,441.08","10,842,070.84","15,546,786.74","6,384,971.57","11,478,799.31","7,410,811.88","3,006,773.32","17,686,901,866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2015,2015_10067,대학교,9,0,교육학술정보센터 신축공사,4698.01,93036,1076.97,0,3.9,30.9,0,7,540,24,D등급,"5,180,308,725","952,974,452","435,561,448","128,268,730","1,266,832,424","282,341,137","176,170,885","8,422,457,801",,"4,817,645.86","168,449.16","15,842,643.12","951,737.73","2,880,480.57","2,375,133.10","1,153,876.72","1,162,299.18","10,157,484.11","1,465,507.66","6,207,351.40","4,986,095.02","631,684.34","160,026.70", -   ,"362,165.69","-67,379.66", -   ,"1,229,678.84","4,573,394.59","10,233,286.23","2,552,004.71","2,829,945.82","7,226,468.79","2,324,598.35","8,422,457,801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2015,2015_10068,대학교,9,0,산학기술창조관 신축 건축공사,8236.9,647046,1865.633,0,3.9,39.45,1,8,720,0,"D등급, 내진등급 - 내진설계1등급","9,603,950,360","426,717,423","312,909,936","421,024,264","2,043,459,927","539,579,396","428,227,341","13,775,868,647",,"7,425,193.20","1,046,966.02","18,487,215.72","5,358,812.90","2,465,880.49","4,683,795.34","2,038,828.56","3,196,001.53","21,201,061.85","3,168,449.79","11,006,919.05","16,889,214.96","1,983,725.09", -   , -   ,"523,483.01","-55,103.47", -   ,"41,327.61","5,358,812.90","12,866,661.32","5,179,726.61","5,124,623.14","4,146,536.46","5,620,554.41","13,775,868,647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2015,2015_10069,대학교,9,0,대구교육대학교 제2강의동 증축 공사(건축),4894.4,63632.1,1348.55,10503.83,0,22.55,1,5,365,246,"C등급, 내진등급 - 내진설계1등급","5,987,016,000","404,650,000", - , - ,"708,867,000","493,347,000","219,202,000","7,813,082,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,813,082,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2015,2015_10070,대학교,9,0,"전북대학교 농축산용미생물지원센터 신축공사(건축, 토목, 조경)",6386.5,14902,2872.94,4967.69,3.8,15.6,1,4,365,34,"C등급, 내진등급 - 내진설계1등급","7,215,348,820","1,776,540,700","482,085,644","510,807,785","1,988,813,470","637,540,783","276,264,210","12,887,401,412",,"6,907,647.16", -   ,"22,346,754.05","2,332,619.66","1,134,091.32","5,038,973.95","940,780.30","721,694.48","15,039,597.45","2,706,354.30","5,361,158.99","4,265,729.87","1,404,726.75", -   , -   ,"1,739,799.19","-51,549.61", -   ,"4,922,987.34","18,222,785.60","15,477,769.10","3,634,247.20","3,350,724.37","6,314,826.69","7,062,295.97","12,887,401,412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2015,2015_10071,대학교,9,0,해양과학기술전문대학원관 신축공사(건축),14254,90951.5,2371.93,1166.58,0,48.65,1,11,900,132,0,"14,770,664,835","4,808,425,719","637,684,269","436,714,715","4,341,771,361","1,429,960,660","1,265,562,546","27,690,784,105",,"17,722,101.83","6,562,715.83","31,013,678.20","1,938,354.89","6,562,715.83","6,341,189.56","8,999,504.83","1,384,539.21","26,084,718.63","6,230,426.42","20,408,107.89","11,740,892.46","4,762,814.87", -   , -   ,"1,606,065.48", -   , -   ,"166,144.70","44,360,636.14","33,755,065.82","11,242,458.35","18,995,877.90","9,857,919.14","7,169,144.00","27,690,784,105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
