공종,코드,명칭,규격,단위,CalRevitWall,재료비단가,노무비단가,경비단가,합계단가,RecCost1,RecCost2,산식2,산식3
수장공사,3JEAF280,PF보드(자재),55T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF290,PF보드(자재),60T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF300,PF보드(자재),65T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF310,PF보드(자재),70T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF320,PF보드(자재),75T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF330,PF보드(자재),80T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF340,PF보드(자재),85T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF350,PF보드(자재),90T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF360,PF보드(자재),95T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF370,PF보드(자재),100T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF380,PF보드(자재),105T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF390,PF보드(자재),110T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF400,PF보드(자재),115T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF410,PF보드(자재),120T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF420,PF보드(자재),125T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF430,PF보드(자재),130T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF510,PF보드(자재)/준불연,10T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF520,PF보드(자재)/준불연,15T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF530,PF보드(자재)/준불연,20T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF540,PF보드(자재)/준불연,25T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF550,PF보드(자재)/준불연,30T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF560,PF보드(자재)/준불연,35T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF570,PF보드(자재)/준불연,40T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF580,PF보드(자재)/준불연,45T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF590,PF보드(자재)/준불연,50T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF600,PF보드(자재)/준불연,55T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF610,PF보드(자재)/준불연,60T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF620,PF보드(자재)/준불연,65T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF630,PF보드(자재)/준불연,70T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF640,PF보드(자재)/준불연,75T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF650,PF보드(자재)/준불연,80T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF660,PF보드(자재)/준불연,85T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF670,PF보드(자재)/준불연,90T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF680,PF보드(자재)/준불연,95T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF690,PF보드(자재)/준불연,100T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF700,PF보드(자재)/준불연,105T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF710,PF보드(자재)/준불연,110T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF720,PF보드(자재)/준불연,115T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF730,PF보드(자재)/준불연,120T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF740,PF보드(자재)/준불연,125T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF750,PF보드(자재)/준불연,130T-벽붙이기,M2,면적,,,,,,,,
수장공사,3JEAF760,PF보드(자재),10T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF770,PF보드(자재),15T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF780,PF보드(자재),20T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF790,PF보드(자재),25T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF800,PF보드(자재),30T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF810,PF보드(자재),35T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF820,PF보드(자재),40T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF830,PF보드(자재),45T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF840,PF보드(자재),50T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF850,PF보드(자재),55T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF860,PF보드(자재),60T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF870,PF보드(자재),65T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF880,PF보드(자재),70T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF890,PF보드(자재),75T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF900,PF보드(자재),80T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF910,PF보드(자재),85T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF920,PF보드(자재),90T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF930,PF보드(자재),95T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF940,PF보드(자재),100T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF950,PF보드(자재),105T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF960,PF보드(자재),110T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF970,PF보드(자재),115T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF980,PF보드(자재),120T-바닥,M2,면적,,,,,,,,
수장공사,3JEAF990,PF보드(자재),125T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG000,PF보드(자재),130T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG010,PF보드(자재)/준불연,10T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG020,PF보드(자재)/준불연,15T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG030,PF보드(자재)/준불연,20T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG040,PF보드(자재)/준불연,25T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG050,PF보드(자재)/준불연,30T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG060,PF보드(자재)/준불연,35T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG070,PF보드(자재)/준불연,40T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG080,PF보드(자재)/준불연,45T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG090,PF보드(자재)/준불연,50T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG100,PF보드(자재)/준불연,55T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG110,PF보드(자재)/준불연,60T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG120,PF보드(자재)/준불연,65T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG130,PF보드(자재)/준불연,70T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG140,PF보드(자재)/준불연,75T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG150,PF보드(자재)/준불연,80T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG160,PF보드(자재)/준불연,85T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG170,PF보드(자재)/준불연,90T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG180,PF보드(자재)/준불연,95T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG190,PF보드(자재)/준불연,100T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG200,PF보드(자재)/준불연,105T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG210,PF보드(자재)/준불연,110T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG220,PF보드(자재)/준불연,115T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG230,PF보드(자재)/준불연,120T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG240,PF보드(자재)/준불연,125T-바닥,M2,면적,,,,,,,,
수장공사,3JEAG250,PF보드(자재)/준불연,130T-바닥,M2,면적,,,,,,,,
수장공사,3JEAH010,단열재설치(벽붙이기),압출법-비드법-100T미만,M2,면적,,,,,,,,
수장공사,3JEAH020,단열재설치(벽붙이기),압출법-비드법-100T이상,M2,면적,,,,,,,,
수장공사,3JEAH030,단열재깔기(SLAB상부),압출법-비드법-100T미만,M2,면적,,,,,,,,
수장공사,3JEAH040,단열재깔기(SLAB상부),압출법-비드법-100T이상,M2,면적,,,,,,,,
수장공사,3JEAH050,단열재깔기(SLAB상부),압출법-비드법-100T미만-측면완충재(10T-H=100)포함,M2,면적,,,,,,,,
수장공사,3JEAH060,단열재깔기(SLAB상부),압출법-비드법-100T이상-측면완충재(10T-H=100)포함,M2,면적,,,,,,,,
수장공사,3JEAH070,단열재설치(벽붙이기),경질우레탄-페놀폼-100T미만,M2,면적,,,,,,,,
수장공사,3JEAH080,단열재설치(벽붙이기),경질우레탄-페놀폼-100T이상,M2,면적,,,,,,,,
수장공사,3JEAH090,단열재깔기(SLAB상부),경질우레탄-페놀폼-100T미만,M2,면적,,,,,,,,
수장공사,3JEAH100,단열재깔기(SLAB상부),경질우레탄-페놀폼-100T이상,M2,면적,,,,,,,,
수장공사,3JEAH110,단열재깔기(SLAB상부),경질우레탄-페놀폼-100T미만-측면완충재(10T-H=100)포함,M2,면적,,,,,,,,
수장공사,3JEAH120,단열재깔기(SLAB상부),경질우레탄-페놀폼-100T이상-측면완충재(10T-H=100)포함,M2,면적,,,,,,,,
수장공사,3JFAA010,흡음단열뿜칠,10T-보양포함,M2,면적,,,,,,,,
수장공사,3JFAA020,흡음단열뿜칠,10T-보양포함-단열재부위,M2,면적,,,,,,,,
수장공사,3JAAA030,목재데크,틀포함-자+노,M2,면적,,,,,,,,
수장공사,3JAAA100,강마루,(규격),M2,면적,,,,,,,,
수장공사,3JAAA200,원목마루,(규격),M2,면적,,,,,,,,
수장공사,3JAAA040,현관방통막이,,MZ,,,,,,,,,
수장공사,3JAAA050,욕조방통막이,,MZ,,,,,,,,,
수장공사,3JCBD000,걸레받이,60*9T-시트지No.,MZ,,,,,,,,,
수장공사,3JCBE000,걸레받이,80*9T-시트지No.,MZ,,,,,,,,,
수장공사,3JBBD320,발코니천정틀설치,방수석고보드-틀포함,,,,,,,,,,
수장공사,3JBBE240,천정몰딩,33*16-PVC,MZ,,,,,,,,,
수장공사,3JCBF600,상부장가림막,H=50,MZ,,,,,,,,,
수장공사,3JBBD340,커텐박스설치,180*100,MZ,,,,,,,,,
수장공사,3JBBF000,거실우물천정/타입,(규격)-자+노,EA,,,,,,,,,
수장공사,3JBBF100,거실우물천정/타입,(규격)-4면간접조명박스-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBF200,거실우물천정/타입,(규격)-4면건축화조명-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBG000,주방우물천정/타입,(규격)-4면-자+노,EA,,,,,,,,,
수장공사,3JBBG100,주방우물천정/타입,(규격)-4면간접조명박스-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBG200,주방우물천정/타입,(규격)-4면건축화조명-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBG300,주방우물천정/타입,(규격)-3면-자+노,EA,,,,,,,,,
수장공사,3JBBG400,주방우물천정/타입,(규격)-3면간접조명박스-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBG500,주방우물천정/타입,(규격)-3면건축화조명-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBH000,현관우물천정/타입,(규격)-자+노,EA,,,,,,,,,
수장공사,3JBBH100,현관우물천정/타입,(규격)-4면간접조명박스-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBH200,현관우물천정/타입,(규격)-4면건축화조명-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBI000,침실우물천정/타입,(규격)-자+노,EA,,,,,,,,,
수장공사,3JBBI100,침실우물천정/타입,(규격)-4면간접조명박스-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBI200,침실우물천정/타입,(규격)-4면건축화조명-몰딩포함-자+노,EA,,,,,,,,,
수장공사,3JBBJ000,단천정/타입,(규격)-자+노,MZ,,,,,,,,,
수장공사,3JCBG000,시트판넬/(평형),(규격)-몰딩포함-자+노-하부코킹포함,M2,,,,,,,,,
수장공사,3JCBG100,시트루버판넬/(평형),(규격)-몰딩포함-자+노-하부코킹포함,M2,,,,,,,,,
수장공사,3JCBH000,아트월측면마감/(평형),(규격)-우드시트판넬마감-자+노-하부코킹포함,EA,,,,,,,,,
수장공사,3JCBI000,철제도어/발코니도어주변마감,(규격)-자+노,M2,,,,,,,,,
수장공사,3JBBK000,거실우물천장시트판넬(유상옵션),(규격)-자+노,M2,,,,,,,,,
수장공사,3JBBL000,주방우물천장루버판넬(유상옵션),(규격)-자+노,M2,,,,,,,,,
,,창 호 공 사,,,,,,,,,,,
창호공사,3LAAA000,FSD_1.1X2.2/세대현관문,1.1 x 2.2 = 2.420- 도어체인- 도어클로져 포함,EA,,,,,,,,,
창호공사,3LAAA050,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA100,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA150,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA200,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA250,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA300,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA350,FSD_1.1X2.2/세대현관문,1.1 x 2.2 = 2.420- 도어체인- 도어클로져 포함,EA,,,,,,,,,
창호공사,3LAAA400,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA450,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA500,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA550,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA600,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA650,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAC010,FSD_1.1X2.1,1.1 x 2.1 = 2.31- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC020,FSD_1.1X2.1/매립형,1.1 x 2.1 = 2.31- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC030,FSD_1.1X2.2,1.1 x 2.2 = 2.42- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC040,FSD_1.1X2.2/매립형,1.1 x 2.2 = 2.42- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC050,점검구_0.6X1.6,0.6 x 1.6 = 0.96- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC060,FSD_0.8X2.1,0.8 x 2.1 = 1.68- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC070,FSD_0.8X2.2,0.8 x 2.2 = 1.76- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC080,FSD_0.9X2.1,0.9 x 2.1 = 1.89- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC090,FSD_0.9X2.2,0.9 x 2.2 = 1.98- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC100,FSD_1.0X2.1,1.0 x 2.1 = 2.10- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC110,FSD_1.0X2.2,1.0 x 2.2 = 2.20- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC120,FSD_1.1X2.1,1.1 x 2.1 = 2.31- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC130,FSD_1.1X2.2,1.1 x 2.2 = 2.42- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC140,FSD_규격다양-양개,3.0M2미만- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC150,FSD_규격다양-양개,3.01-4.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC160,FSD_규격다양-양개,4.01-5.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC170,FSD_규격다양-양개,5.01-6.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC180,FSD_규격다양-양개,6.01-7.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC190,FSD_규격다양-양개,7.01-8.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC200,FSD_규격다양-양개,8.01-9.00M2- H/W 포함,EA,,,,,,,,,
창호공사,,FSD 규격 변경시,폭 100mm 이상 변경시,LS,,,,,,,,,
창호공사,,FSD 규격 변경시,높이 100mm 이상 변경시,LS,,,,,,,,,
창호공사,3LAAA700,FSD_1.1X2.2/세대현관문,1.1 x 2.2 = 2.420- 도어체인- 도어클로져 포함,EA,,,,,,,,,
창호공사,3LAAA750,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA800,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA850,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA900,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAA950,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB000,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB050,FSD_1.1X2.2/세대현관문,1.1 x 2.2 = 2.420- 도어체인- 도어클로져 포함,EA,,,,,,,,,
창호공사,3LAAB100,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB150,FSD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB200,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB250,SD_0.7X2.1/실외기실,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB300,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAB350,FSD_0.7X2.1/대피공간,0.7 x 2.1 = 1.470- 비단열- H/W포함,EA,,,,,,,,,
창호공사,3LAAC210,FSD_1.1X2.1,1.1 x 2.1 = 2.31- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC220,FSD_1.1X2.1/매립형,1.1 x 2.1 = 2.31- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC230,FSD_1.1X2.2,1.1 x 2.2 = 2.42- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC240,FSD_1.1X2.2/매립형,1.1 x 2.2 = 2.42- 자동폐쇄장치 별도- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC250,점검구_0.6X1.6,0.6 x 1.6 = 0.96- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC260,FSD_0.8X2.1,0.8 x 2.1 = 1.68- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC270,FSD_0.8X2.2,0.8 x 2.2 = 1.76- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC280,FSD_0.9X2.1,0.9 x 2.1 = 1.89- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC290,FSD_0.9X2.2,0.9 x 2.2 = 1.98- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC300,FSD_1.0X2.1,1.0 x 2.1 = 2.10- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC310,FSD_1.0X2.2,1.0 x 2.2 = 2.20- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC320,FSD_1.1X2.1,1.1 x 2.1 = 2.31- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC330,FSD_1.1X2.2,1.1 x 2.2 = 2.42- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC340,FSD_규격다양-양개,3.0M2미만- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC350,FSD_규격다양-양개,3.01-4.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC360,FSD_규격다양-양개,4.01-5.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC370,FSD_규격다양-양개,5.01-6.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC380,FSD_규격다양-양개,6.01-7.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC390,FSD_규격다양-양개,7.01-8.00M2- H/W 포함,EA,,,,,,,,,
창호공사,3LAAC400,FSD_규격다양-양개,8.01-9.00M2- H/W 포함,EA,,,,,,,,,
창호공사,,FSD 규격 변경시,폭 100mm 이상 변경시,LS,,,,,,,,,
창호공사,,FSD 규격 변경시,높이 100mm 이상 변경시,LS,,,,,,,,,
창호공사,3LAAD000,SD_(규격)/(평형)/(부위),(규격)-H/W포함,EA,,,,,,,,,
창호공사,3LAAD050,SSD_(규격)/(평형)/(부위),(규격)-H/W포함,EA,,,,,,,,,
창호공사,3LAAD100,SSD_(규격)/(평형)/(부위)/도어폰별도/자동문별도,(규격)-H/W포함-자동문00x00 제외 ,EA,,,,,,,,,
창호공사,3LAAD150,FSS_(규격)/(부위)/철제방화셔터,(규격),EA,,,,,,,,,
창호공사,3LAAD200,FSS_(규격)/(부위)/철제방화셔터,3-000 X 3-000 = 9-000,EA,,,,,,,,,
창호공사,3LAAD210,FSS_(규격)/(부위)/철제방화셔터,6-000 X 3-000 = 18-000,EA,,,,,,,,,
창호공사,3LBAA000,AW/공용부- 부속동,AW(0.5M2 미만),EA,,,,,,,,,
창호공사,3LBAB000,AW/공용부- 부속동,AW(0.5-1.0M2 미만),EA,,,,,,,,,
창호공사,3LBAC000,AW/공용부- 부속동,AW(1.0M2 이상),EA,,,,,,,,,
창호공사,3LBAD000,AW/공용부- 부속동,AW(1.0M2 이상- 바1열추가),EA,,,,,,,,,
창호공사,3LBAE000,AW/공용부- 부속동,AW(1.0M2 이상- 바2열추가),EA,,,,,,,,,
창호공사,3LBAF000,AW(개폐창)/공용부- 부속동,AW개폐(0.5M2 미만),EA,,,,,,,,,
창호공사,3LBAG000,AW(개폐창)/공용부- 부속동,AW개폐(0.5-1.0M2 미만),EA,,,,,,,,,
창호공사,3LBAH000,AW(개폐창)/공용부- 부속동,AW개폐(1.0M2 이상),EA,,,,,,,,,
창호공사,3LBAI000,AW(개폐창+방충망포함)/공용부- 부속동,AW개폐+방충(0.5M2 미만),EA,,,,,,,,,
창호공사,3LBAJ000,AW(개폐창+방충망포함)/공용부- 부속동,AW개폐+방충(0.5-1.0M2 미만),EA,,,,,,,,,
창호공사,3LBAK000,AW(개폐창+방충망포함)/공용부- 부속동,AW개폐+방충(1.0M2 이상),EA,,,,,,,,,
창호공사,3LBAL000,AW(개폐창+방충망포함)/공용부- 부속동,AW개폐+방충(1.0M2 이상- 바1열추가- APT限),EA,,,,,,,,,
